Latitude,Longitude,PTrain_RFL
27.69,79.65,224.11
16.1,78.3,188.13
16.03,79.95,266.94
28.23,95.0,378.75
11.15,75.97,221.01
26.75,94.83,451.61
29.54,77.49,124.15
9.23,76.87,169.9
33.5,74.83,274.38
21.43,74.43,214.9
12.71,76.95,74.56
8.77,78.1,188.18
11.73,75.88,132.91
24.38,84.53,279.21
25.85,85.6,245.37
30.4,77.95,291.27
12.48,76.87,74.41
8.37,77.0,188.0
34.1,74.65,352.0
17.67,82.23,270.04
34.11,74.52,360.28
18.93,77.48,262.01
9.8,76.8,106.39
17.83,73.92,167.99
23.72,85.5,292.78
23.8,81.35,332.65
12.92,74.82,259.22
26.62,89.83,284.07
24.65,79.15,297.57
29.98,78.7,347.58
24.22,84.67,285.71
23.97,87.17,296.61
17.97,78.86,198.64
27.83,79.47,212.36
16.13,76.58,149.32
9.75,76.57,183.65
11.98,75.95,120.63
24.71,79.22,293.94
24.82,85.25,271.69
16.17,76.88,164.76
32.89,74.74,105.39
24.59,79.18,300.44
34.51,76.27,79.12
23.8,80.8,338.96
26.42,87.43,246.56
13.32,77.14,57.69
24.37,87.42,293.21
23.8,86.28,291.46
12.42,92.93,350.16
26.75,80.88,268.44
30.93,75.87,67.35
30.9,75.8,64.47
25.75,93.18,349.89
34.03,74.68,362.27
25.55,76.22,169.63
34.42,74.23,339.3
30.38,77.81,212.83
24.5,87.13,288.5
24.58,78.88,289.75
21.7,84.67,290.88
23.27,92.47,437.6
25.2,93.3,437.3
13.7,75.67,126.87
25.58,93.77,626.13
26.77,84.98,220.39
27.23,94.12,330.82
25.18,86.08,263.52
28.33,73.2,24.55
24.37,87.2,290.39
21.85,87.22,337.54
24.17,88.27,305.04
30.72,76.25,80.51
17.44,78.54,185.24
22.22,70.23,190.64
24.11,78.98,325.87
25.47,92.8,371.4
25.5,93.12,353.07
27.75,95.92,390.02
27.03,79.39,228.74
21.72,71.38,197.92
18.03,75.33,168.11
21.08,83.4,288.54
26.35,75.57,142.79
25.3,93.43,525.37
32.8,79.18,125.93
27.32,95.9,434.09
26.03,90.17,284.3
21.55,71.35,204.86
17.18,78.71,177.98
16.17,76.52,152.3
34.0,74.92,361.73
20.2,83.7,268.74
23.4,69.88,165.45
22.32,87.05,323.84
22.83,85.12,291.45
17.98,76.33,172.77
26.87,79.11,218.16
12.02,77.25,53.98
25.2,94.47,710.46
25.68,92.8,348.86
20.78,77.67,282.24
24.7,79.02,294.41
22.88,69.82,183.56
23.83,87.82,305.95
32.52,74.76,80.61
26.28,94.25,480.4
24.55,92.6,357.74
24.87,86.52,276.48
29.97,77.04,107.61
28.07,75.62,111.62
9.92,78.12,130.73
9.83,78.08,133.63
17.93,73.67,190.92
16.75,78.0,169.12
21.08,71.78,231.81
27.23,79.05,209.42
26.75,92.35,306.94
22.0,80.7,318.42
25.03,88.13,286.24
20.55,74.53,189.71
21.17,81.73,289.65
32.27,77.17,483.05
22.58,80.37,338.52
22.82,69.27,185.06
12.5,76.83,74.36
12.92,74.88,240.11
12.95,74.83,253.69
16.18,81.13,296.5
27.5,77.68,151.21
12.92,92.92,361.37
18.05,78.27,206.88
12.42,75.73,116.24
29.02,77.63,128.79
11.8,77.82,107.21
22.42,87.32,326.78
8.3,73.0,210.96
28.83,78.75,175.61
15.42,73.78,268.74
26.67,84.92,224.42
30.58,78.48,575.99
29.47,79.65,646.81
18.9,72.82,265.6
19.12,72.85,262.29
30.45,78.08,587.54
29.47,77.73,133.96
26.12,85.4,238.8
12.3,76.7,75.9
11.8,76.0,127.27
27.54,79.69,227.98
24.65,84.58,275.83
15.47,79.87,273.17
20.87,84.4,298.86
13.11,80.3,261.07
9.93,78.12,130.01
16.45,77.43,190.62
22.87,87.98,328.71
24.77,77.7,247.95
24.78,78.44,270.97
28.45,76.11,94.7
26.4,89.75,277.36
24.03,78.38,281.29
22.69,88.15,335.48
21.02,73.15,232.24
25.03,87.32,277.76
19.47,82.58,244.65
26.72,92.9,313.39
10.2,76.72,170.32
26.13,85.63,238.71
28.42,73.37,32.75
24.85,83.78,271.6
24.05,78.89,308.69
21.55,74.7,201.11
17.53,78.59,181.61
26.02,79.34,253.74
15.68,75.63,134.78
27.87,79.44,210.56
12.75,79.67,213.33
13.04,80.23,256.24
16.53,75.58,149.36
19.62,74.57,181.07
27.57,79.74,231.06
30.77,79.48,436.59
17.93,78.8,191.65
25.65,75.59,160.97
17.55,73.98,155.1
19.32,74.33,173.47
23.1,80.23,345.02
26.43,92.03,300.66
17.52,75.47,172.49
18.23,73.28,266.59
20.83,78.25,316.24
