ABU,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
November,1011.4,1008.1,26.4,28.7,33.1,21.9,82,72,4.7,5.1,2.1,2.9,174.9,3
December,1012.4,1008.8,25.6,29.2,33.6,20.4,75,63,3.5,3.7,1.1,1.6,43.2,2.8
No._of_Years,30,30,30,30,30,30,30,30,30,30,30,30,29,30
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KODAIKANAL,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,772.6,771.4,12.6,13.7,21.1,5.2,55,71,3.7,5.1,1.3,3.4,34.6,11.2
February,772.6,771.8,13.2,14.9,21.7,6,59,68,3,5,0.8,3.6,32.9,10.6
March,772.9,771.8,15.2,16.3,22.7,7.4,49,64,2.8,4.5,0.6,3,55,11.7
April,772.4,771.1,16.5,16.7,23.2,9.5,61,75,4.1,6.1,0.8,3.8,130.5,10.6
May,771.5,770.1,17.1,17,23.9,10.6,69,80,5.1,6.4,0.8,3.6,140.9,9
June,769.9,768.7,15.3,15.6,22.5,10.4,78,84,6.1,7,1.8,4.4,79,10.3
July,770.2,769.2,14.4,14.9,21.5,10.3,82,86,6.5,7.3,2.1,4.9,124.4,10.2
August,770.1,769.1,14.2,15,21.1,10.1,82,85,6.2,7.2,1.7,4.9,127.3,9.3
September,771.4,769.3,14.5,15,20.9,9.6,82,87,5.6,7.1,1.8,5.3,240.7,7.3
October,771.7,770.1,13.9,14.4,20.8,8.6,84,87,5.9,7.1,2.7,5.2,248.2,8.2
November,772.1,770.5,13,13.5,19.9,7,84,87,5.7,6.8,3.5,5.3,236.3,9.8
December,772.7,771.2,12.9,13.2,20.6,5.7,71,80,4.9,5.9,2.9,4.4,143.6,11.3
No._of_Years,30,30,30,30,30,30,30,30,30,30,30,30,26,29
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOLAR GOLD FIELD,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,917.8,914.6,18.2,24,29.4,12.1,79,47,,,,,3,6.3
February,916.9,913.5,20.6,27.3,32.3,13.1,69,37,,,,,6.4,6.4
March,916.1,912.4,23.7,30.3,35,15,60,30,,,,,13.7,6.2
April,914.4,910.5,25.4,31.5,36.5,18.1,68,35,,,,,37.8,6.1
May,912.5,909.1,25.5,30.6,36.6,19,70,46,,,,,109.4,7.5
June,911,908.4,23.7,28.1,34.1,18.9,75,55,,,,,71.5,11.2
July,911.1,908.6,22.7,27.2,32.7,18.7,78,58,,,,,89.6,10.9
August,911.7,908.9,22.4,26.7,31.5,18.5,80,61,,,,,91.8,10.2
September,913.2,909.7,22.7,26.5,31.5,18,80,63,,,,,236.2,7.3
October,914.7,911.6,22.3,25,30.3,16.6,81,67,,,,,146.2,5.1
November,916.1,913.1,20.7,23.5,28.8,13.8,80,67,,,,,91.1,5.2
December,917.7,914.7,18.6,22.5,27.7,12.4,83,62,,,,,26,6
No._of_Years,29,29,29,29,29,29,29,29,,,,,27,29
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOLHAPUR,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,950.7,947,17.3,28.6,33.3,12,71,35,1.2,1.7,0.2,0.6,1.1,3.9
February,949.6,945.8,19.3,30.7,35.3,13,64,29,0.9,1.4,0.2,0.7,0.9,4.6
March,948.6,944.5,23,33.1,38.6,15.5,60,30,1.1,2.1,0.3,1.2,6.3,5.3
April,946.8,942.7,24.8,33.2,39.9,18.7,68,40,1.7,2.8,0.6,1.6,25.7,6.7
May,945.4,941.8,25.3,31.7,40,19.9,75,50,3.3,3.6,1.5,1.9,43.6,8.2
June,942.7,940.6,24.3,26.8,35.6,20.4,86,74,6.3,6.3,3.7,3.8,187.3,9
July,942.8,941.1,23.1,24.7,30.4,20.3,91,83,6.9,6.9,4.1,4.2,283.8,8.9
August,943.9,941.8,22.6,24.3,29.5,20.2,92,83,6.8,6.9,4,4.2,199.8,7.7
September,945.9,943.1,22.9,25.9,32.4,19.2,89,75,5.7,6.1,2.9,3.5,120.9,5.8
October,947.8,944.6,23.3,28,33.7,17.6,80,59,3.8,4.9,1.6,2.5,109.6,4.4
November,949.8,946.2,21.1,27.8,32.5,14.3,71,48,2.5,3.3,0.8,1.5,24.8,4.2
December,951.2,947.5,18.1,27.4,31.9,12.3,69,40,1.9,2.5,0.4,0.9,5.5,4.3
No._of_Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOLKATA,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1016.6,1012.9,17.7,21.9,29.7,10.2,75,58,1.4,1.4,0.5,0.3,11.7,2.6
February,1014.3,1010.6,21.6,25.6,33.4,12.4,68,52,2,2,0.9,0.7,30.7,3.5
March,1011.2,1007.1,26.4,30,37.5,17,68,49,2.2,2.3,1.2,0.9,38.2,5
April,1007.6,1003.5,29.5,31.6,38.8,20.5,71,61,3.3,3.4,2,1.6,58.8,7.2
May,1004.2,1000.6,30.7,31.8,39,21.6,73,67,4.3,4.3,2.8,2.3,136.6,7.7
June,1000,997.2,30.3,30.7,38.2,23.4,79,76,6,6.1,3.5,3,283.5,6.6
July,1000.1,997.4,29.2,29.5,35.9,24.1,83,82,6.6,6.6,3.8,3.5,399.9,5.7
August,1001.3,998.4,29.1,29.2,34.9,24.1,84,83,6.5,6.6,3.9,3.5,352.4,5.1
September,1005.6,1002.5,29,28.9,35.2,23.7,82,81,5.7,6.3,3.3,3.1,312.6,4.4
October,1010.5,1007.2,28.1,28.3,34.8,20.6,75,74,3.4,4.3,1.8,2,157.8,3.2
November,1014.2,1010.8,24.4,25.4,32.8,15.5,69,66,2.1,2.5,0.6,0.9,30.7,2.6
December,1016.9,1013.4,19.1,21.7,29.7,11.6,73,63,1.2,1.5,0.2,0.3,8.8,2.3
No._of_Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOLKATA (DUM DUM),atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1016.4,1012.7,17.8,22,29.5,9,74,58,1.5,1.5,0.5,0.4,10.5,3.5
February,1014.2,1010.4,21.3,25.6,33.3,11,70,52,2.2,2.1,1,0.8,29,4.5
March,1011,1006.8,26.4,30.1,37.3,16,68,48,2.3,2.4,1.1,0.9,29.1,6.4
April,1007.4,1003.2,29.5,31.7,38.9,20,72,61,3.3,3.7,1.9,1.8,58.7,10.1
May,1004.1,1000.3,30.6,31.8,39.1,21,74,67,4.6,4.5,2.9,2.4,148.4,11
June,999.8,996.9,30.1,30.6,38.1,22.9,80,76,6.3,6.4,3.8,3.4,298.8,9.8
July,999.9,997.2,29.2,29.4,35.5,23.7,83,82,6.9,6.9,4.2,4.1,352.5,8.6
August,1001.1,998.2,29.1,29.1,34.9,23.7,84,83,6.8,6.8,4.3,4.1,349.9,8.2
September,1005.5,1002.2,29.2,28.9,35.1,23.7,82,82,6,6.5,3.6,3.6,298.7,6.8
October,1010.3,1007,28.3,28.4,34.6,20.3,76,74,3.6,4.5,1.9,2.2,126.6,4.8
November,1014,1010.5,24.3,25.6,32.6,14.9,70,67,2.2,2.7,0.7,0.9,15,3.7
December,1016.7,1013.2,19.3,22,29.5,10.4,71,63,1.3,1.6,0.3,0.3,12.3,3.3
No._of_Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KONDUL,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1011.6,1009.2,29.5,27.3,29.5,22.1,83,83,4.7,4.5,3.3,3.2,122.6,
February,1011,1009,30.4,27.6,30.4,22.5,83,83,4.3,4.3,2.8,2.8,62.2,
March,1011.3,1008.7,31.5,28.1,31.5,22.5,82,81,4.3,4.3,2.7,2.7,71.1,
April,1010.4,1007.9,32,28,32,22.2,82,85,4.7,4.6,2.8,3,143.6,
May,1009.5,1007.6,32.1,27.7,32.1,22,84,87,5.1,5.1,3.5,3.6,290.4,
June,1008.9,1007.3,32.2,27.7,32.2,21.8,84,86,5.5,5.5,4,4.2,294.5,
July,1009.1,1007.5,31.2,27.3,31.2,21.8,85,87,5.5,5.4,4.1,4.1,284.4,
August,1009.6,1007.9,30.8,27.4,30.8,21.3,85,86,5.6,5.5,4,4.1,246.1,
September,1010.5,1008.2,30.6,26.9,30.6,21.1,85,87,5.8,5.9,4.2,4.4,382.6,
October,1011,1008.6,30.3,26.5,30.3,21.2,86,89,5.7,5.5,4,4,321.8,
November,1010.9,1008.5,30.2,26.6,30.2,21.8,86,88,5.2,5.2,4,3.9,315.5,
December,1011.6,1009.2,30,27,30,21.6,85,85,5.1,5,4.1,4,283.4,
No._of_Years,28,28,26,28,26,22,27,27,27,27,27,27,25,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KORADACHERRY,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1012.1,1007.2,23.3,27.3,31.9,18.4,88,75,2.1,2.2,1.5,1.6,25.1,2.7
February,1011.8,1007.1,24.3,29.6,35.1,18.4,87,64,2,2,1.3,1.3,23.8,2.7
March,1010.4,1005.4,26.9,32.2,38.3,20.3,83,61,2.2,2.2,1.8,1.5,14.5,2.7
April,1008.2,1003.2,29.8,34.3,40.5,23.4,75,56,3,2.8,2.1,1.7,13,3.4
May,1005.9,1001.3,30.4,34.7,41.2,24.1,73,57,2.8,2.9,1.7,1.8,33.1,5.4
June,1005.1,1000.9,29.9,34.1,40.1,24.1,71,56,3,3.3,1.7,2.1,51.9,6.9
July,1005.3,1001.3,29,32.8,39.1,23.4,72,58,3,3.2,1.7,1.9,70.5,6.3
August,1006.2,1001.7,28.2,32.7,38.1,22.4,76,60,2.9,3.1,1.6,1.9,86.1,5.5
September,1006.9,1002.2,27.6,31.9,37.1,22.7,81,66,2.8,2.9,1.7,1.8,91.2,4
October,1008.1,1003.4,26.8,29.8,36,22.2,86,75,3.1,3.1,1.8,1.9,163.8,2.9
November,1009.3,1004.9,25.3,27.5,33.5,20.7,90,83,3.2,3.2,1.9,1.9,307.8,2.4
December,1011.1,1006.6,24.2,26.5,31.5,19.1,90,83,2.7,2.8,1.8,1.8,213.9,2.8
No._of_Years,24,24,24,24,24,20,24,24,24,24,24,24,22,22
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOTA (A),atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,985.8,982.7,13.7,22.1,28.4,7.6,61,35,1.5,1.6,0.3,0.4,6.2,4.9
February,984,980.8,16.7,25.2,33.2,9.2,49,28,1.5,1.7,0.4,0.5,4.3,5.8
March,981.4,977.8,23.1,31.6,38.8,13.5,34,18,1.3,1.9,0.2,0.5,2.8,6.8
April,977.5,973.5,30.5,37.5,43.2,19.7,25,13,1.1,2.1,0.2,0.9,6.2,8.7
May,974.2,969.9,34,40.4,45.3,23.9,30,16,0.9,2.3,0.2,1.5,13.3,11.8
June,970.3,966.4,32.5,37.9,44.7,23.7,50,32,2.7,3.9,0.9,2.2,75,13.4
July,969.8,966.8,28.7,32,39,23.5,73,60,5.4,6.2,2.6,3.3,279.8,12
August,971.6,968.8,27.5,30.1,35.8,23.4,79,68,5.8,6.4,2.8,3.4,244.4,10.7
September,976,972.7,28.1,32,37.2,22.8,67,51,2.9,3.9,1.2,2.3,100.4,9.1
October,980.7,977.7,26.3,32.1,37.2,18.1,49,31,1.4,1.8,0.5,0.9,25.1,5.6
November,984.8,981.6,20.7,27.4,33.4,12.4,51,31,1.1,1.3,0.3,0.5,13.6,4
December,986.7,983.7,15.1,23.1,29.2,8.8,60,36,1.3,1.6,0.2,0.2,4.6,3.9
No._of_Years,30,30,30,30,30,30,30,30,30,30,30,30,30,29
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOTA (PB-MICROMET),atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,986.7,983.9,13.4,21.6,28,5.5,66,41,1.4,1.5,0.5,0.4,3.9,4.1
February,984.9,981.8,16.4,24.8,32.3,7.8,55,33,1.6,1.7,0.5,0.6,4,4.7
March,982.2,978.5,22.6,30.8,38.3,12.6,42,23,1.5,2,0.3,0.6,4.5,5.6
April,978.5,974.6,29.7,36.9,43.5,17.6,29,16,1.2,2.2,0.2,0.9,3.5,6.7
May,974.9,970.8,33.5,40.2,45.4,23.1,33,18,0.9,2.2,0.3,1.5,10.7,9.2
June,970.9,967.2,32.4,38.1,44.6,23.4,51,33,2.8,4,1.1,2.6,47.6,11.7
July,970.5,967.6,28.7,32,39.3,22.8,75,62,5.5,6.2,3,3.8,192.5,11.6
August,972.3,969.7,27.3,30,35.7,22.6,80,70,5.9,6.3,3.4,3.7,205.6,9.2
September,976.7,973.7,27.9,31.8,37.7,22.1,68,53,2.9,4,1.3,2.4,64.6,7.5
October,981.7,978.5,25.9,31.4,37.4,17.1,52,35,1.3,1.7,0.5,0.9,14.7,4.6
November,985.5,982.4,20.4,26.6,33.5,11.3,54,35,1.2,1.3,0.5,0.6,7.5,3.6
December,987.4,984.6,15,22.4,29.4,7.1,63,41,1.3,1.5,0.2,0.3,5.5,3.6
No._of_Years,23,23,23,23,18,18,23,23,23,23,23,23,18,18
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOTHAGUDEM (BHADRACHALAM),atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1003.4,999.4,20.7,28.4,33.4,12.6,81,52,1.5,1.6,1.1,1.1,3.5,3.3
February,1001.7,997.2,24.1,31.7,36.6,15.9,76,44,2.1,1.9,1.6,1.5,7,4.3
March,999.8,995,26.9,35.2,40.2,18.7,73,39,1.8,1.4,1.3,1,13.3,5.1
April,997.2,992.1,29.7,37.2,42.7,21.5,70,39,2.1,2.4,1.5,1.5,38.1,6
May,993.5,988.6,31.8,38.2,44.8,22.2,63,39,2.5,3.3,1.7,2.3,38.5,5.9
June,991,987.2,29.9,34.3,42.7,22.4,70,54,4.6,5.4,2.9,3.5,139,6.4
July,991.4,988.3,27.5,30.5,36.9,22,82,72,5.5,6,3.9,4,265.9,5.2
August,991.9,988.9,27,29.5,34.9,22.1,84,76,5.1,6.2,3.6,4,270.8,4.3
September,994.8,991.2,27.4,29.6,35.8,21.7,84,76,4.4,5.6,3,3.7,142.8,3.3
October,998.1,994.7,26.5,29.2,35.3,18.5,84,74,3.1,3.8,2.2,2.5,98.6,3
November,1001.4,998,23.7,27.7,33.5,14.5,83,68,2.1,2.7,1.3,1.6,30.9,3.1
December,1003.5,1000,20.5,27,32.6,11.6,82,59,1.6,1.8,0.9,0.9,2.1,2.7
No._of_Years,28,28,28,28,28,27,28,28,28,28,28,28,24,11
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOTTAYAM,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1008.4,1005.1,26.5,29.9,33.8,20,78,68,4,4.5,1.8,2,9.7,3.5
February,1007.9,1004.7,27.2,30.5,34.8,20.9,78,66,4.2,4.5,1.9,2.1,29.1,3.5
March,1007.4,1003.8,28.7,31.2,35.4,22.2,74,65,4,4.6,1.8,2.3,45.1,4.1
April,1006,1002.9,29,30.9,35.4,22.4,74,67,4.6,5.4,2.2,2.8,132.7,3.3
May,1004.9,1002.6,28.2,30.2,35,21.8,79,70,5.1,5.5,2.5,2.8,231.8,4.3
June,1004.7,1002.8,26,27.5,33.5,21.4,88,81,6.3,6.4,3.5,3.5,653.3,3.9
July,1005.1,1003.5,25.5,27.1,32.3,21.1,90,82,6.3,6.4,3.4,3.6,539.9,3.9
August,1005.7,1003.7,25.8,27.5,32.2,21.3,89,81,6.1,6.1,3.1,3.2,414.8,3.5
September,1006.2,1003.7,26.7,28.3,32.7,21.8,85,77,5.5,5.8,2.8,3,275.1,3.6
October,1006.6,1003.9,26.7,28.3,33,21.7,84,77,5.3,6.1,2.6,3.2,319.7,3.5
November,1006.8,1004,26.8,28.6,33.2,21.6,83,75,5.1,5.8,2.4,3,181.9,3.2
December,1007.7,1004.7,27,29.5,33.6,20.7,79,70,4.4,5,1.9,2.3,44,3.2
No._of_Years,28,28,28,28,28,28,28,28,26,26,26,26,29,19
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOZHIKODE (CALICUT),atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1012.9,1009.1,24.3,29.5,33.1,19.9,76,64,2.1,2,0.5,0.4,1.6,9.3
February,1012.3,1008.5,25.7,29.7,33.4,21.5,77,67,1.9,1.8,0.6,0.5,1.7,10.7
March,1011.5,1007.6,27.7,30.5,33.9,23.1,76,70,1.6,2.1,0.7,1.1,14.2,11.5
April,1009.9,1006.4,29,31,34.2,23.1,75,71,3.4,3.9,1.1,2,76.6,12.1
May,1008.8,1005.9,28.7,30.4,34.1,22.8,78,75,4.7,5.1,1.8,2.3,217.8,11.8
June,1008.5,1006.5,26.2,27.6,32.4,22.3,89,85,6.4,6.7,3.1,3.2,837.6,9.6
July,1009,1007.1,25.2,26.6,30.9,21.9,92,87,6.7,6.9,3.1,3.1,816.5,8.3
August,1009.7,1007.5,25.2,26.6,30.5,22.2,92,87,6.2,6.5,2.8,2.7,454.8,7.9
September,1010.2,1007.3,25.9,27.6,31.4,22.7,88,82,5.1,5.8,2,2.3,222.4,8.6
October,1010.8,1007.8,26.2,28.3,32.4,22.4,86,78,4.8,5.7,1.6,2.6,262.8,8.3
November,1011.4,1008.2,26,29,32.9,21.5,82,72,3.9,4.6,1.3,2,149.4,8
December,1012.6,1009.1,24.9,29.4,33,20.2,76,65,2.6,3.1,0.6,1,28.4,8.2
No._of_Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KRISHNANAGAR,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1013.5,1012.3,17.8,24.3,30.4,7.2,71,53,0.2,0.4,0.2,0.4,6.6,
February,1012.3,1010.9,21,26.8,33.2,9.6,67,53,0.3,0.6,0.3,0.6,17.1,
March,1010.6,1009,25.5,30.6,37.2,13.6,66,50,0.3,0.7,0.3,0.7,21.7,
April,1008.1,1005.4,28,33,40.1,18.3,69,52,0.7,1.5,0.6,1.5,52.3,
May,1006.1,1003,28.2,32.6,40.5,19.3,70,58,1,2,0.9,1.9,116.3,
June,1003,999.9,28.5,30.8,39.5,20.8,74,70,1.7,2.6,1.5,2.6,177.9,
July,1003.2,999.9,28,29.8,36.1,20.1,76,73,1.9,2.6,1.9,2.5,266.6,
August,1003,1000.2,28.2,29.5,35.4,20.9,76,75,2,2.7,1.9,2.5,204,
September,1005.5,1003,28,29.6,35,21.1,76,74,1.8,2.6,1.7,2.4,147.2,
October,1008.2,1006,27.6,29.9,35.3,18.2,74,68,0.7,1.4,0.7,1.4,82.7,
November,1010.2,1009.4,24.8,28,34,13.1,68,64,0.3,0.8,0.3,0.8,11.1,
December,1012.5,1011.4,19.8,24.8,31.4,9.6,71,59,0.1,0.3,0.1,0.3,5.4,
No._of_Years,28,28,26,26,26,26,26,26,26,26,26,26,28,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KUDUMIAMALAI,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,1001.1,996.8,23.5,28.2,32.4,17.4,80,53,3.4,4,1.6,1.8,22.2,8.3
February,1000.3,995.9,24.5,30.8,35.4,17.8,78,44,3.3,3.3,1.7,1.4,15.6,7.2
March,998.8,994.4,26.8,33.6,38.6,19.5,74,38,2.8,2.7,1.7,1.2,15.7,6.4
April,996.9,992.6,29.2,35,40.2,22.6,71,41,3.3,3.7,1.6,1.5,33.4,6.1
May,994.6,990.7,30,35.3,40.8,22.9,67,43,3.1,4.1,1.2,1.7,127.6,6.4
June,993.7,989.9,29.4,33.7,39.4,23.8,65,45,3.9,5.3,1.3,2.5,62.1,7.3
July,994,990.3,28.9,33,38.3,22.8,64,46,4,5.6,1.3,2.4,101.6,7.5
August,994.8,990.8,28.5,32.7,38.1,22.6,66,47,4.1,5.6,1.4,2.7,139.8,7.1
September,995.7,991.2,27.9,32.3,37.3,22.1,71,50,4.2,5.4,1.5,2.5,138.1,5.5
October,997,992.9,26.9,30.2,35.8,21.7,79,60,4.5,5.5,1.9,2.6,136.6,4.8
November,998.5,994.5,25.6,28,33.3,20.2,81,68,4.7,5.4,2.1,2.4,161.8,6.1
December,1000.6,996.6,24.1,27.1,31.9,18.1,81,64,4.1,4.8,2,2.2,82.9,8.4
No._of_Years,22,22,22,22,20,20,22,22,22,22,22,22,20,20
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KUKERNAG,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,,,-1.5,1.4,9.8,-8.9,87,80,5.4,4.9,3.8,3.5,83.8,2.7
February,,,0.6,4.5,12.9,-6.7,83,73,5.4,5.1,3.8,3.5,121.2,3.2
March,,,5.4,9.6,18.7,-2.8,73,64,5.2,5.3,3.5,3.6,172.2,3.8
April,,,11.5,15.7,25.1,1.5,63,55,3.7,4.8,2.6,3.3,109.4,4.2
May,,,15.3,19.5,28.4,5.1,62,55,3.3,4.7,2.1,3.2,119.5,3.6
June,,,19.5,23.9,31.2,8.2,59,50,2.1,3.3,1.3,2.3,78.3,3.8
July,,,20.6,24.3,31.1,12.3,73,65,4.4,4.2,2.9,3,99.6,2.8
August,,,20.1,24,30.2,11.5,75,67,4,4,2.9,3,83.5,2.8
September,,,17,21,29,7.4,65,60,2.4,3.1,1.6,2.2,45.3,3.4
October,,,11.8,15.3,25.3,3,60,57,1.9,2.7,1.4,2,44.3,4.6
November,,,5.9,8.5,19.2,-1.4,66,67,2.9,3.1,2,2.2,46.8,4
December,,,1.1,3.8,11.9,-4.9,79,74,4.5,4.4,3.2,3,66.4,2.8
No._of_Years,,,21,21,22,22,21,21,21,21,21,21,20,12
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KUPWARA,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,,,-1.5,3.8,11.5,-6.8,89,75,5.4,4.9,2.6,2.4,87.1,0.5
February,,,0.4,6,14.4,-4.8,89,72,5.4,5.2,2.3,2.2,126.8,0.6
March,,,4.1,10.2,20.3,-1.5,86,66,5.3,5.6,2.2,2.3,240.7,0.7
April,,,9.6,17.3,27.5,2.4,81,59,3.8,4.7,1.5,2,156.5,0.9
May,,,13.5,21.4,30.6,6.1,80,58,3,4.7,1.4,2.3,102.7,0.7
June,,,17.1,25.9,33.9,9.2,78,52,2.3,3.9,1,2.1,59.1,0.6
July,,,20.1,27,34.5,12.9,82,64,3.5,4.2,1.6,2.2,87.4,0.5
August,,,19.1,27,34.2,11.8,86,63,3.5,4.1,1.5,2.2,74.9,0.3
September,,,14.4,24.6,32.7,6.5,84,54,2.5,3.5,1,2.1,31.7,0.4
October,,,8.2,18.7,28.3,1.7,81,54,2.1,3.1,0.8,1.5,49.6,0.5
November,,,3.3,11.6,22.1,-2.2,86,64,3.1,0.5,1.1,1.4,52,0.6
December,,,-0.4,5.9,13.5,-4.9,89,71,4.5,4.4,1.9,1.7,67.9,0.5
No._of_Years,,,20,20,20,20,20,20,20,20,20,20,20,11
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KURNOOL,atm_pres1,atm_pres2,dry_bulb_temp1,dry_bulb_temp2,Highest_temp,Lowest_temp,Rel_Hum1,Rel_Hum2,All_clouds1,All_ clouds2,Low_clouds1,Low_clouds2,Rainfall,wind_speed
January,983.8,979.6,21.4,29.6,34.2,13.7,67,36,1.4,1.8,0.2,0.5,2.6,2.7
February,982.1,977.6,24.2,32.9,37.4,16.4,58,28,1.2,1.8,0.3,0.7,3.8,3.6
March,980.6,975.6,27.8,36.3,40.9,19.2,49,23,1.1,1.9,0.2,0.9,5.7,3.9
April,978.1,972.9,30.8,38.1,42.8,21.9,49,26,1.9,3.3,0.3,1.6,23.2,4.7
May,976.1,970.9,30.6,38.2,43.4,22.7,55,29,3.3,4.2,0.5,1.9,45.6,7
June,974.5,970.1,28.1,33.7,40.7,22,67,46,5.4,6.1,1.5,3,87.2,10.1
July,974.8,970.9,26.7,31,36.6,22,73,56,6,6.7,1.5,3.3,111.7,10.2
August,975.5,971.6,26,30.4,35.5,21.9,76,58,5.9,6.5,1.6,3,142.8,9
September,977.5,973.1,26.2,30.6,35.9,21.4,76,57,5.1,6.1,1.5,2.5,144.4,5.8
October,979.8,975.9,26.1,29.7,35,19.1,74,56,4.1,5.1,1.1,2.1,107.1,2.8
